#freq (MHz),Tsys (Average; K),gain (Average; K/Jy)
1731.835938,28.25189196,1.456870285
1730.371094,28.98825512,1.461001426
1728.90625,29.66594601,1.465426873
1727.441406,30.56751819,1.468911992
1725.976563,31.40612743,1.475337354
1724.511719,31.88060368,1.493228182
1723.046875,31.68786651,1.521829284
1721.582031,31.06529377,1.554432536
1720.117188,30.40583606,1.587167564
1718.652344,29.91761939,1.611458685
1717.1875,29.29825218,1.633888886
1715.722656,29.10445467,1.651204007
1714.257813,28.90160907,1.665135417
1712.792969,28.93822014,1.675781302
1711.328125,29.04556529,1.685871596
1709.863281,29.2486962,1.693794888
1708.398438,29.47716708,1.699516747
1706.933594,29.7621426,1.707395014
1705.46875,30.06637596,1.714135233
1704.003906,30.36690147,1.717741659
1702.539063,30.57188526,1.718166791
1701.074219,30.73916331,1.716370638
1699.609375,30.91427387,1.714915224
1698.144531,31.01383786,1.715654393
1696.679688,31.05200624,1.699028274
1695.214844,31.08797909,1.689933086
1693.75,31.23165796,1.678675414
1692.285156,31.08415148,1.668051079
1690.820313,31.14527613,1.656306142
1689.355469,31.22538202,1.646299552
1687.890625,31.3229349,1.637126215
1686.425781,31.53042324,1.630393588
1684.960938,31.72424855,1.621949204
1683.496094,32.09009071,1.617378387
1682.03125,31.88289969,1.611231337
1680.566406,31.90714577,1.603131779
1679.101563,31.93139184,1.595032222
1677.636719,32.00920854,1.586528553
1676.171875,32.05940311,1.575965589
1674.707031,32.12754722,1.565910973
1673.242188,32.16059758,1.555957491
1671.777344,32.20814622,1.545317116
1670.3125,32.26011983,1.534021259
1668.847656,32.17866944,1.520403548
1667.382813,32.09721904,1.506785836
1665.917969,32.01576865,1.493168125
1664.453125,31.93431825,1.479550414
1662.988281,31.85286786,1.465932702
1661.523438,31.77141746,1.452314991
1660.058594,31.68996707,1.43869728
1658.59375,31.60851668,1.425079569
1657.128906,31.52706628,1.411461857
1655.664063,31.44561589,1.397844146
1654.199219,31.36416549,1.384226435
1652.734375,31.2827151,1.370608723
1651.269531,31.2012647,1.356991012
1649.804688,31.11981431,1.343373301
1648.339844,31.03836391,1.32975559
1646.875,30.95691352,1.316137878
1645.410156,30.87546312,1.302520167
1643.945313,30.79401273,1.288902456
1642.480469,30.80126443,1.297749316
1641.015625,31.0469273,1.328314524
1639.550781,31.29259018,1.358879732
1638.085938,31.53825306,1.389444939
1636.621094,31.78391593,1.420010147
1635.15625,32.02957881,1.450575355
1633.691406,32.27524169,1.481140563
1632.226563,32.52090456,1.511705771
1630.761719,32.76656744,1.542270978
1629.296875,33.01223032,1.572836186
1627.832031,33.25789319,1.603401394
1626.367188,33.50355607,1.633966602
1624.902344,33.74921895,1.66453181
1623.4375,33.99488182,1.695097017
1621.972656,34.2405447,1.725662225
1620.507813,34.48620758,1.756227433
1619.042969,34.73187045,1.786792641
1617.578125,34.97753333,1.817357848
1616.113281,35.2231962,1.847923056
1614.648438,35.46885908,1.878488264
1613.183594,35.71452196,1.909053472
1611.71875,35.96018483,1.93961868
1610.253906,36.20584771,1.970183887
1608.789063,36.45151059,2.000749095
1607.324219,36.69717346,2.031314303
1605.859375,36.94283634,2.061879511
1604.394531,37.18849922,2.092444719
1602.929688,37.43416209,2.123009926
1601.464844,37.67982497,2.153575134
1600,37.92548785,2.184140342
1598.535156,38.17115072,2.21470555
1597.070313,38.4168136,2.245270757
1595.605469,38.66247648,2.275835965
1594.140625,38.90813935,2.306401173
1592.675781,39.15380223,2.336966381
1591.210938,39.39946511,2.367531589
1589.746094,39.64512798,2.398096796
1588.28125,39.89079086,2.428662004
1586.816406,40.13645374,2.459227212
1585.351563,39.93882966,2.477585981
1583.886719,39.98974664,2.47981172
1582.421875,40.52688644,2.453981198
1580.957031,40.41024025,2.431793283
1579.492188,40.29359406,2.409605369
1578.027344,40.17694787,2.387417455
1576.5625,40.06030168,2.365229541
1575.097656,39.94365549,2.343041627
1573.632813,39.8270093,2.320853712
1572.167969,39.71036311,2.298665798
1570.703125,38.44817369,2.281566682
1569.238281,39.10092959,2.236953218
1567.773438,38.92917386,2.266528888
1566.308594,40.00134472,2.281464208
1564.84375,40.69616246,2.296033712
1563.378906,41.61933481,2.292629423
1561.914063,41.61825012,2.257331074
1560.449219,41.61716544,2.222032726
1558.984375,41.61608075,2.186734378
1557.519531,41.61499607,2.15143603
1556.054688,41.61391138,2.116137682
1554.589844,41.6128267,2.080839333
1553.125,41.61174201,2.045540985
1551.660156,41.61065733,2.010242637
1550.195313,41.60957264,1.974944289
1548.730469,41.60848796,1.939645941
1547.265625,41.60740327,1.904347592
1545.800781,41.60631859,1.869049244
1544.335938,41.6052339,1.833750896
1542.871094,41.60414922,1.798452548
1541.40625,41.60306453,1.763154199
1539.941406,41.60197985,1.727855851
1538.476563,41.60089516,1.692557503
1537.011719,41.59981048,1.657259155
1535.546875,41.5987258,1.621960807
1534.082031,41.59764111,1.586662458
1532.617188,41.59655643,1.55136411
1531.152344,41.59547174,1.516065762
1529.6875,41.70723065,1.522824263
1528.222656,41.72220531,1.51949761
1526.757813,45.53517625,1.594974222
1525.292969,44.50002363,1.583189036
1523.828125,43.46487101,1.57140385
1522.363281,44.30706153,1.589305362
1520.898438,45.00250947,1.610328356
1519.433594,46.12125918,1.63459974
1517.96875,47.40759777,1.67086263
1516.503906,49.04718681,1.705376966
1515.039063,50.61405332,1.746183941
1513.574219,52.28517201,1.779230122
1512.109375,53.38016596,1.803494073
1510.644531,54.36980761,1.813019293
1509.179688,55.41348197,1.805866499
1507.714844,55.10523873,1.814199905
1506.25,55.05816417,1.800573137
1504.785156,54.12729675,1.809148041
1503.320313,53.30101185,1.789100932
1501.855469,52.83081852,1.759412423
1500.390625,51.42554347,1.745607522
1498.925781,50.2778471,1.723362647
1497.460938,49.00216225,1.699810479
1495.996094,47.73909579,1.680260316
1494.53125,46.44841335,1.663362585
1493.066406,45.16791911,1.647968948
1491.601563,44.003745,1.63565352
1490.136719,43.228707,1.627280025
1488.671875,42.3579987,1.61650935
1487.207031,42.04553324,1.615584975
1485.742188,42.00843307,1.614455447
1484.277344,42.03066441,1.613171315
1482.8125,42.38216396,1.612715892
1481.347656,42.7890998,1.610531925
1479.882813,43.36751192,1.610091096
1478.417969,44.06104863,1.607611591
1476.953125,44.84616799,1.60955104
1475.488281,45.73592776,1.61108193
1474.023438,46.6768432,1.612631732
1472.558594,47.63577303,1.616552774
1471.09375,48.65774954,1.622054161
1469.628906,49.67486808,1.625792638
1468.164063,50.70533586,1.638129895
1466.699219,51.80395627,1.65201495
1465.234375,52.81583025,1.661531131
1463.769531,53.55442266,1.678226291
1462.304688,54.12921863,1.689411817
1460.839844,54.58826973,1.698766644
1459.375,54.78977752,1.707634863
1457.910156,54.69954121,1.711479627
1456.445313,54.39967934,1.714550909
1454.980469,53.83337088,1.71467116
1453.515625,53.02097111,1.716288297
1452.050781,52.12661347,1.716624587
1450.585938,51.03946706,1.714882612
1449.121094,50.00417972,1.708202515
1447.65625,48.94896963,1.698412086
1446.191406,47.8251295,1.690063337
1444.726563,46.69847784,1.683461075
1443.261719,45.65478491,1.678082344
1441.796875,44.61964264,1.674243934
1440.332031,43.60197666,1.672021461
1438.867188,42.60922393,1.669706065
1437.402344,41.64176741,1.667321431
1435.9375,40.77194745,1.666353469
1434.472656,40.03520468,1.665641925
1433.007813,39.25757954,1.66523563
1431.542969,38.60471623,1.666484765
1430.078125,37.90794067,1.672608629
1428.613281,37.33382018,1.674315238
1427.148438,36.64777126,1.680943379
1425.683594,36.10935478,1.684139113
1424.21875,35.56316757,1.69354323
1422.753906,35.14899087,1.699708392
1421.289063,34.76075568,1.710702211
1419.824219,34.48119458,1.722098089
1418.359375,34.20163348,1.733493967
1416.894531,34.03153203,1.747239242
1415.429688,33.84294208,1.758883159
1413.964844,33.58711635,1.773306513
1412.5,33.41404505,1.78747859
1411.035156,33.22007999,1.800963017
1409.570313,33.29080918,1.807690777
1408.105469,33.37160659,1.815082927
1406.640625,33.6902163,1.811983828
1405.175781,34.02488108,1.803948321
1403.710938,33.45125803,1.800521356
1402.246094,32.87763498,1.797094391
1400.78125,31.8227068,1.802577175
1399.316406,30.81986885,1.808807911
1397.851563,30.09332187,1.815982616
1396.386719,29.53438369,1.823350612
1394.921875,29.14466614,1.827081739
1393.457031,28.86068697,1.82922876
1391.992188,28.49681913,1.830814224
1390.527344,28.26249135,1.830897586
1389.0625,28.07506336,1.832390451
1387.597656,27.9902674,1.83593895
1386.132813,27.93890542,1.83950791
1384.667969,27.85348146,1.844415218
1383.203125,27.81056877,1.852477463
1381.738281,27.76765607,1.860539708
1380.273438,27.72474338,1.868601954
1378.808594,27.68183069,1.876664199
1377.34375,27.638918,1.884726444
1375.878906,27.81128209,1.893988461
1374.414063,27.65075014,1.903036303
1372.949219,27.5891444,1.915291661
1371.484375,27.50388354,1.928433987
1370.019531,27.40563053,1.942520285
1368.554688,27.36543651,1.954768942
1367.089844,27.38169704,1.963425154
1365.625,27.41770999,1.970711521
1364.160156,27.4661043,1.977232502
1362.695313,27.50556386,1.982792075
1361.230469,27.64726168,1.981144155
1359.765625,28.44290565,1.962902166
1358.300781,27.65966804,1.993467222
1356.835938,27.73586713,1.996445155
1355.371094,27.84461687,1.996260977
1353.90625,27.90423744,1.9929337
1352.441406,27.96097896,1.986587768
1350.976563,27.98867366,1.97617632
1349.511719,28.04531516,1.963798549
1348.046875,28.1183856,1.952375603
1346.582031,28.259694,1.936701055
1345.117188,28.27543344,1.922063107
1343.652344,28.33870409,1.904773874
1342.1875,28.37248641,1.886949818
1340.722656,28.38713026,1.868142915
1339.257813,28.36367929,1.846600518
1337.792969,28.29579273,1.819432483
1336.328125,28.20359452,1.79180817
1334.863281,28.09713664,1.77123967
1333.398438,27.98286678,1.748501123
1331.933594,27.90407634,1.726849336
1330.46875,27.8414771,1.708179526
1329.003906,27.77876157,1.690827391
1327.539063,27.73261474,1.677384592
1326.074219,27.69142037,1.66702505
1324.609375,27.61349649,1.656714634
1323.144531,27.63838642,1.646847498
1321.679688,27.54574067,1.641480754
1320.214844,27.5211322,1.63590669
1318.75,27.50187787,1.634441116
1317.285156,27.51759027,1.637488092
1315.820313,27.62226581,1.641117489
1314.355469,27.64722524,1.645311634
1312.890625,27.71377187,1.650400753
1311.425781,27.76036459,1.65472172
1309.960938,27.80695731,1.659042687
1308.496094,27.85355003,1.663363655
1307.03125,27.90014275,1.667684622
1305.566406,27.94673547,1.672005589
1304.101563,27.99332818,1.676326556
1302.636719,28.0399209,1.680647523
1301.171875,28.08651362,1.68496849
1299.707031,28.13310634,1.689289457
1298.242188,28.17969906,1.693610424
1296.777344,28.22629178,1.697931392
1295.3125,28.37228637,1.716719483
1293.847656,28.56531056,1.73703877
1292.382813,29.5736096,1.738810678
1290.917969,31.00513425,1.730319107
1289.453125,31.35615503,1.736299398
1287.988281,30.53375082,1.757145882
1286.523438,29.48487385,1.776273492
1285.058594,28.74941231,1.793609333
1283.59375,28.8970018,1.81129172
1282.128906,29.0445913,1.828974107
1280.664063,29.19218079,1.846656494
1279.199219,29.33977029,1.864338881
1277.734375,29.48735979,1.882021268
1276.269531,29.63494928,1.899703656
1274.804688,29.78253878,1.917386043
1273.339844,29.93012827,1.93506843
1271.875,30.07771777,1.952750817
1270.410156,30.22530727,1.970433204
1268.945313,30.37289676,1.988115591
1267.480469,30.52048626,2.005797978
1266.015625,30.66807575,2.023480366
1264.550781,30.81566525,2.041162753
1263.085938,30.96325475,2.05884514
1261.621094,31.11084424,2.076527527
1260.15625,31.25843374,2.094209914
1258.691406,31.40602323,2.111892301
1257.226563,31.55361273,2.129574688
1255.761719,31.70120223,2.147257076
1254.296875,31.84879172,2.164939463
1252.832031,31.99638122,2.18262185
1251.367188,32.14397071,2.200304237
1249.902344,32.15446196,2.215967259
1248.4375,32.50586504,2.229009707
1246.972656,32.45755562,2.238477959
1245.507813,32.57400935,2.247144847
1244.042969,32.75931132,2.252380423
1242.578125,32.8278325,2.255038604
1241.113281,32.94500631,2.253750919
1239.648438,33.19189446,2.250014605
1238.183594,33.54552776,2.245054769
1236.71875,33.88945535,2.232991263
1235.253906,34.01412003,2.223623112
1233.789063,33.99005684,2.215957661
1232.324219,33.98185595,2.207899128
1230.859375,34.01641724,2.198438801
1229.394531,34.11125243,2.191558999
1227.929688,35.49373274,2.185865512
1226.464844,34.65842855,2.193576909
1225,36.99122326,2.210631201
1223.535156,34.82572753,2.198947181
1222.070313,34.88586546,2.202322484
1220.605469,34.98114192,2.206933655
1219.140625,35.09738683,2.2184529
1217.675781,35.33113796,2.232230838
1216.210938,35.72994413,2.245105663
1214.746094,36.42608993,2.275610657
1213.28125,37.12223573,2.30611565
1211.816406,37.81838154,2.336620644
1210.351563,38.51452734,2.367125638
1208.886719,39.21067315,2.397630632
1207.421875,39.90681895,2.428135626
1205.957031,40.60296476,2.458640619
1204.492188,41.29911056,2.489145613
1203.027344,41.99525636,2.519650607
1201.5625,42.69140217,2.550155601
1200.097656,43.38754797,2.580660595
1198.632813,42.57520255,2.628415297
1197.167969,42.08603961,2.635412821
1195.703125,42.05520336,2.625910758
1194.238281,42.2593067,2.609087222
1192.773438,42.4286947,2.592176107
1191.308594,42.33863564,2.582846717
1189.84375,41.97819243,2.581357104
1188.378906,41.4422101,2.573071089
1186.914063,40.84327808,2.557551945
1185.449219,40.7923509,2.555311557
1183.984375,40.74142372,2.553071169
1182.519531,40.69049653,2.550830781
1181.054688,40.63956935,2.548590393
1179.589844,40.58864217,2.546350006
1178.125,40.53771499,2.544109618
1176.660156,40.48678781,2.54186923
1175.195313,40.43586062,2.539628842
1173.730469,40.38493344,2.537388454
1172.265625,40.33400626,2.535148066
1170.800781,40.28307908,2.532907678
1169.335938,40.2321519,2.53066729
1167.871094,40.18122471,2.528426902
1166.40625,40.13029753,2.526186514
1164.941406,40.07937035,2.523946126
1163.476563,40.02844317,2.521705738
1162.011719,39.97751599,2.51946535
1160.546875,39.9265888,2.517224962
1159.082031,39.87566162,2.514984574
1157.617188,39.82473444,2.512744187
1156.152344,39.77380726,2.510503799
1154.6875,39.72288007,2.508263411
1153.222656,39.67195289,2.506023023
1151.757813,39.62102571,2.503782635
1150.292969,39.57009853,2.501542247
1148.828125,39.51917135,2.499301859
1147.363281,39.46824416,2.497061471
1145.898438,39.41731698,2.494821083
1144.433594,39.3663898,2.492580695
1142.96875,39.31546262,2.490340307
1141.503906,39.26453544,2.488099919
1140.039063,39.21360825,2.485859531
1138.574219,39.16268107,2.483619143
1137.109375,39.11175389,2.481378756
1135.644531,39.06082671,2.479138368
1134.179688,39.00989953,2.47689798
1132.714844,38.95897234,2.474657592
1131.25,38.90804516,2.472417204
1129.785156,38.85711798,2.470176816
1128.320313,38.8061908,2.467936428
1126.855469,38.75526362,2.46569604
1125.390625,38.70433643,2.463455652
1123.925781,38.65340925,2.461215264
1122.460938,38.60248207,2.458974876
1120.996094,38.55155489,2.456734488
1119.53125,38.50062771,2.4544941
1118.066406,38.44970052,2.452253712
1116.601563,38.39877334,2.450013324
1115.136719,38.34784616,2.447772937
1113.671875,38.29691898,2.445532549
1112.207031,38.2459918,2.443292161
1110.742188,38.19506461,2.441051773
1109.277344,38.14413743,2.438811385
1107.8125,38.09321025,2.436570997
1106.347656,38.04228307,2.434330609
1104.882813,37.99135588,2.432090221
1103.417969,37.9404287,2.429849833
1101.953125,37.88950152,2.427609445
1100.488281,37.83857434,2.425369057
1099.023438,37.78764716,2.423128669
1097.558594,37.73671997,2.420888281
1096.09375,37.68579279,2.418647893
1094.628906,37.63486561,2.416407506
1093.164063,37.58393843,2.414167118
1091.699219,37.53301125,2.41192673
1090.234375,37.48208406,2.409686342
1088.769531,37.43115688,2.407445954
1087.304688,37.3802297,2.405205566
1085.839844,37.32930252,2.402965178
1084.375,37.27837534,2.40072479
1082.910156,37.22744815,2.398484402
1081.445313,37.17652097,2.396244014
1079.980469,37.12559379,2.394003626
1078.515625,37.07466661,2.391763238
1077.050781,37.02373943,2.38952285
1075.585938,36.97281224,2.387282462
1074.121094,36.92188506,2.385042074
1072.65625,36.87095788,2.382801687
1071.191406,36.8200307,2.380561299
1069.726563,36.76910352,2.378320911
1068.261719,36.71817633,2.376080523
1066.796875,36.66724915,2.373840135
1065.332031,36.61632197,2.371599747
1063.867188,36.56539479,2.369359359
1062.402344,36.51446761,2.367118971
1060.9375,36.46354042,2.364878583
1059.472656,36.41261324,2.362638195
1058.007813,36.36168606,2.360397807
1056.542969,36.31075888,2.358157419
1055.078125,36.2598317,2.355917031
1053.613281,36.20890451,2.353676643
1052.148438,36.15797733,2.351436256
1050.683594,36.10705015,2.349195868
1049.21875,36.05612297,2.34695548
1047.753906,36.00519578,2.344715092
1046.289063,35.9542686,2.342474704
1044.824219,35.90334142,2.340234316
1043.359375,35.85241424,2.337993928
1041.894531,35.80148706,2.33575354
1040.429688,35.75055987,2.333513152
1038.964844,35.69963269,2.331272764
1037.5,35.64870551,2.329032376
1036.035156,35.59777833,2.326791988
1034.570313,35.54685115,2.3245516
1033.105469,35.49592396,2.322311212
1031.640625,35.44499678,2.320070824
1030.175781,35.3940696,2.317830437
1028.710938,35.34314242,2.315590049
1027.246094,35.29221524,2.313349661
1025.78125,35.24128805,2.311109273
1024.316406,35.19036087,2.308868885
1022.851563,35.13943369,2.306628497
1021.386719,34.44458532,2.259522233
1019.921875,33.86250172,2.213481603
1018.457031,34.9096744,2.268585162
1016.992188,37.1618465,2.389317744
1015.527344,39.35119417,2.506803923
1014.0625,41.53707222,2.622389736
1012.597656,43.72350109,2.737641432
1011.132813,45.87930774,2.851476395
1009.667969,47.38154694,2.928758389
1008.203125,46.53528382,2.873750909
1006.738281,44.3988146,2.743811757
1005.273438,42.26448217,2.614769575
1003.808594,40.15222146,2.485947126
1002.34375,37.97039069,2.356039741
1000.878906,35.84173221,2.226195024
999.4140626,34.19155893,2.122411295
997.9492189,33.55474518,2.079789378
996.4843751,33.40313651,2.062205739
995.0195314,33.23858223,2.042818997
993.5546876,33.01969731,2.023161252
992.0898439,32.86139192,2.001861516
990.6250001,32.70700723,1.97979387
989.1601564,32.70519114,1.954522158
987.6953126,32.5638696,1.936653158
986.2304689,32.50234567,1.919390066
984.7656251,32.47957801,1.900029053
983.3007814,32.56226171,1.882756286
981.8359376,32.80405171,1.864913475
980.3710939,33.13798305,1.847045806
978.9062501,33.56349514,1.833070784
977.4414064,34.32874047,1.820184018
975.9765626,34.83661229,1.805049151
974.5117189,35.30565631,1.794966034
973.0468751,34.87310589,1.792180097
971.5820314,34.33195912,1.793243632
970.1171876,34.13104515,1.79382949
968.6523439,34.17838636,1.785492494
967.1875001,33.99361993,1.774661638
965.7226564,33.48102885,1.767465034
964.2578126,33.00996485,1.76047507
962.7929689,32.74285546,1.756259567
961.3281251,32.57712458,1.752765732
959.8632814,32.54264304,1.753815979
958.3984376,32.90587935,1.776433069
956.9335939,33.6528282,1.815033091
955.4687501,34.42163379,1.855129112
954.0039064,35.22441516,1.897282293
952.5390626,36.01087832,1.9392854
951.0742189,36.82376897,1.980958059
949.6093751,37.34585752,2.009773057
948.1445314,36.79762671,1.986473946
946.6796876,35.53152503,1.930210363
945.2148439,34.26542335,1.873946779
943.7500001,33.01495095,1.817143471
942.2851564,31.70673546,1.759215885
940.8203126,30.43546289,1.701253642
939.3554689,29.93684882,1.684346463
937.8906251,31.20396229,1.753560563
936.4257814,33.28565297,1.860761957
934.9609376,35.34961372,1.97016422
933.4960939,37.41011326,2.078832061
932.0312501,39.42605452,2.186940214
930.5664064,41.58759104,2.296246171
929.1015626,44.7527367,2.402693572
927.6367189,44.06857839,2.383268148
926.1718751,43.38442009,2.363842724
924.7070314,42.70026178,2.344417299
923.2421876,42.01610348,2.324991875
921.7773439,41.33194517,2.305566451
920.3125001,40.64778686,2.286141027
918.8476564,39.96362856,2.266715603
917.3828126,39.27947025,2.247290179
915.9179689,38.59531195,2.227864755
914.4531251,37.91115364,2.20843933
912.9882814,37.22699533,2.189013906
911.5234376,36.54283703,2.169588482
910.0585939,35.85867872,2.150163058
908.5937501,35.17452042,2.130737634
907.1289064,34.49036211,2.11131221
905.6640626,33.80620381,2.091886786
904.1992189,33.1220455,2.072461361
902.7343751,32.43788719,2.053035937
901.2695314,31.75372889,2.033610513
899.8046876,31.06957058,2.014185089
898.3398439,31.47364716,2.037720764
896.8750001,31.84896774,2.059583793
895.4101564,37.42331582,2.174205865
893.9453126,37.11561139,2.17191011
892.4804689,33.33248111,2.108805053
891.0156251,33.3804365,2.119987628
889.5507814,34.17769443,2.132208406
888.0859376,35.00581004,2.139475742
886.6210939,35.20128562,2.143506438
885.1562501,35.40114498,2.147889791
883.6914064,35.62472655,2.154504129
882.2265626,35.88496306,2.162375001
880.7617189,35.91063363,2.171314646
879.2968751,35.47553958,2.175566927
877.8320314,35.98945563,2.159638635
876.3671876,35.71799496,2.140961764
874.9023439,35.5508953,2.123266251
873.4375001,35.40937569,2.105255498
871.9726564,35.19085471,2.08592464
870.5078126,35.02594592,2.067918086
869.0429689,34.49303486,2.056255368
867.5781251,34.8794398,2.058731768
866.1132814,34.92128827,2.059718849
864.6484376,35.06382915,2.064209774
863.1835939,34.810823,2.058776563
861.7187501,35.05513846,2.068441562
860.2539064,35.29945393,2.078106562
858.7890626,35.5437694,2.087771561
857.3242189,35.78808486,2.097436561
855.8593751,36.03240033,2.107101561
854.3945314,36.27671579,2.11676656
852.9296876,36.52103126,2.12643156
851.4648439,36.76534673,2.136096559
850.0000001,37.00966219,2.145761559
848.5351564,37.25397766,2.155426558
847.0703126,37.49829313,2.165091558
845.6054689,37.74260859,2.174756558
844.1406251,37.98692406,2.184421557
842.6757814,38.23123952,2.194086557
841.2109376,38.47555499,2.203751556
839.7460939,38.71987046,2.213416556
838.2812501,38.96418592,2.223081556
836.8164064,39.20850139,2.232746555
835.3515626,39.45281685,2.242411555
833.8867189,39.69713232,2.252076554
832.4218751,39.94144779,2.261741554
830.9570314,40.18576325,2.271406553
829.4921876,40.43007872,2.281071553
828.0273439,40.67439419,2.290736553
826.5625001,40.91870965,2.300401552
825.0976564,41.16302512,2.310066552
823.6328126,41.40734058,2.319731551
822.1679689,41.65165605,2.329396551
820.7031251,41.89597152,2.33906155
819.2382814,42.14028698,2.34872655
817.7734376,42.38460245,2.35839155
816.3085939,42.62891792,2.368056549
814.8437501,42.87323338,2.377721549
813.3789064,43.11754885,2.387386548
811.9140626,43.36186431,2.397051548
810.4492189,43.60617978,2.406716547
808.9843751,43.85049525,2.416381547
807.5195314,44.09481071,2.426046547
806.0546876,44.33912618,2.435711546
804.5898439,44.58344164,2.445376546
803.1250001,44.82775711,2.455041545
801.6601564,45.07207258,2.464706545
800.1953126,45.31638804,2.474371545
798.7304689,45.56070351,2.484036544
797.2656251,45.80501898,2.493701544
795.8007814,46.04933444,2.503366543
794.3359376,46.29364991,2.513031543
792.8710939,46.53796537,2.522696542
791.4062501,46.78228084,2.532361542
789.9414064,47.02659631,2.542026542
788.4765626,47.27091177,2.551691541
787.0117189,47.51522724,2.561356541
785.5468751,47.75954271,2.57102154
784.0820314,48.00385817,2.58068654
782.6171876,48.24817364,2.590351539
781.1523439,48.58482244,2.623996408
779.6875001,49.25190019,2.657601401
778.2226564,50.01050707,2.668789369
776.7578126,50.49271081,2.71558552
775.2929689,51.38045196,2.750331144
773.8281251,52.5223841,2.782544056
772.3632814,53.1920146,2.815985761
770.8984376,54.26843226,2.853833261
769.4335939,55.12895171,2.891645874
767.9687501,56.53880961,2.936465447
766.5039064,60.0497593,2.96978734
765.0390626,61.0265531,3.019728323
763.5742189,62.54006763,3.067743752
762.1093751,63.32298043,3.109028733
760.6445314,64.49051312,3.147602045
759.1796876,65.59578812,3.173072972
757.7148439,63.00303002,3.190821689
756.2500001,64.49487463,3.195949208
754.7851564,77.06431138,3.094061487
753.3203126,78.40049949,3.090214691
751.8554689,79.65022545,3.086190577
750.3906251,81.87230652,3.06762518
748.9257814,83.25685469,3.067115599
747.4609376,83.29641181,3.023062852
745.9960939,69.66614434,3.109192848
744.5312501,78.67694835,3.146279862
743.0664064,88.41217246,3.165714436
741.6015626,91.07132196,3.096716583
740.1367189,78.61340408,3.051176762
738.6718751,80.44654324,3.074246659
737.2070314,81.20387364,3.045455276
735.7421876,82.90988243,3.056912246
734.2773439,78.67492383,3.042340165
732.8125001,82.44630697,3.051364145
731.3476564,85.04684516,3.042552709
729.8828126,86.3834289,3.074771348
728.4179689,80.25409643,2.994578599
726.9531251,79.40700463,2.97680222
725.4882814,78.6609257,2.964745107
724.0234376,78.10661572,2.952148988
722.5585939,77.14782369,2.948356894
721.0937501,76.10374002,2.952745154
719.6289064,75.52613607,2.958907573
718.1640626,74.39659714,2.959902702
716.6992189,73.62658653,2.956962758
715.2343751,73.33231151,2.986505405
713.7695314,73.15721502,3.643333849
712.3046876,72.58549377,3.654966084
710.8398439,71.97604583,3.527364925
709.3750001,70.83103755,2.926838679
707.9101564,70.17570846,2.925269908
706.4453126,69.64246935,2.917013134
704.9804689,68.98550251,2.906997955
703.5156251,68.37634701,2.893694586
702.0507814,67.55158115,2.889921839
700.5859376,66.71858211,2.872522218
